Organization,Address,Reviewer,Review Title,Review,Location,Rating Date,Rating
Taal Vista Hotel,Tagaytay Luzon 4120,Anne M,Food and volcano,Dear Valued Guest  Thank you for taking the time to share with us your experience during your recent visit. Your feedback is indeed important to us and will help us improve our product and services. Please allow us to send you a private message in...More,2,June 17  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Nix F,Clean and spacious rooms.,I originally though the food was very average in the restaurant. With long dreadful service. Then I ate out in the strip of restaurants along the road to the left including those top raised by lonely planet. Then I amended my opinion. The food in...More,2,June 17  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,lytzfmarchan,all was well but not the check out,Dear Valued Guest  Thank you for taking the time to share with us your experience during your recent visit. Your feedback is indeed important to us and will help us improve our product and services. Please allow us to send you a private message in...More,2,June 16  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,wheresyourhedda,Amazing view of the lake.,We checked in few hours later than 2pm  overall it was hassle free. The only thing I don't like about this hotel is that they don't have "couches" or lounge area so when checking in the kids will end up roaming around the cafeteria which...More,2,June 15  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,OnlineDad,Fun stay with family,Our room in the Lake Wing was big and clean with a really nice view. The only downside was that the restaurant (Cafe Veranda) and pool are located in the Mountain Wing Aside from the viewing deck which gives guests a picturesque view of Taal...More,2,June 10  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,rickyrose,Exciting vacation,Dear Valued Guest  Thank you for your message. We are delighted that you enjoyed your stay at Taal Vista Hotel. We look forward in welcoming you back. Sincerely yours  Walid Wafik Area General Manager,2,June 9  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,rosebaliuag,Best in Tagaytay,It was not planned and my wife and I just decided to go to Tagaytay and check-in at Taal Vista. We really wanted to go to Baguio but due to its distance  we decided Tagaytay instead. Have been here several times but this time was...More,2,June 9  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,GeeMags,Simple,Dear Valued Guest  Thank you for your message. We are delighted that you had a wonderful stay in Taal Vista Hotel. Thank you also that you appreciated the improvement that has been done prior to your stay 20 years ago. We look forward in welcoming...More,2,June 8  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,KC C,Probably the best hotel in Tagaytay,Should have been excellent rating but for a little miscue. The hotel is well maintained  courteous staff  accessible to all points in Tagaytay  wonderful scenery  clean pools  delicious foods (Cafe Veranda)  etc. Well  the little miscue is the beans served during breakfast that was still...More,2,June 5  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ElalL,Gem in Tagaytay,The place has rooms with the view of majestic Taal Volcano. Upon arrival  both their restaurant and lobby greet you with the luxurious feel. I am so glad to have stayed there especially with friends because they got one of the best buffets I ever...More,2,June 4  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,CHM1,Good view over Taal Volcano,Dear Valued Guest  Thank you for your message. We are glad that you had a wonderful stay in Taal Vista Hotel. We look forward in welcoming you back. Sincerely yours  Walid Wafik Area General Manager,2,June 3  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,liaamags,NICE VIEW AND EXCELLENT STAFF! SYLLER COEUR is WINNING,Room was large but not memorable. Came here for a wedding so did not expect much from the hotel. Breakfast was ok  but I think on weekends this place goes crazy with wedding parties. Many many people at breakfast. Lobby lounge was ok  with a...More,2,June 3  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,canadahk,Stunning views but if only you get the right room,Dear Valued Guest  Thank you for taking the time to share with us your experience during your recent visit. Your feedback is indeed important to us and will help us improve our product and services. Please allow us to send you a private message in...More,2,June 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,WanderWendy,Comfortable,Great place with a spectacular view and staff was really superb! Especially Syller Coeur  Thank you so much for giving back my friend's bag! He left it in the lobby and it was returned to him with everything still inside! He had $50K inside the...More,2,May 30  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Nikki G,A most wonderful staycation,We visited Taal Vista to celebrate my daughter's graduation from college.My husband is a professor of history and truly enjoyed the old photographs as well as the panels documenting the story of the hotel. My daughter just wanted a nice  quiet venue with a spa....More,2,May 30  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,PulaDj,DJ's 40th birthday,Dear Valued Guest  Thank you for your message. We are truly grateful that you enjoyed your stay with your family. We hope that we will be part of your family's milestone again. We look forward in welcoming you back. Sincerely yours  Walid Wafik Area General...More,2,May 28  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Rheneleen_Garcia,Romantic Getaway,I had only one place in mind where to spend my 40th birthday with my family --- Taal Vista Hotel. Food is satisfying  the view from the deck is breath taking and swimming pool is so relaxing. We were greeted by very polite and accommodating...More,2,May 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Gerry L,Goid Service with some areas for improvement.,Dear Valued Guest  Thank you for your message. We are very happy that you had a wonderful birthday celebration with us. We hope that you will spend your next milestone in Taal Vista Hotel. We look forward in welcoming you back. Sincerely yours  Walid Wafik...More,2,May 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,JESSIE S,A perfect place to stay,My boyfriend (now my fiance) and I went for our first out of town together and stayed at Taal Vista Hotel. We were greeted by warm accomodating smiles from their staffs. Their lobby and lounge is nice and cozy. The place itself has a nice...More,2,May 25  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Marlen15,Events at Taal Vista Hotel,My company has been holding it's annual technical conference in this hotel for 8 consecutive years already and it still doesn't disappoint. Aside from being a great venue and a tourist destination in itself because of beautiful Taal lake backdrop  the staff is very helpful...More,2,May 22  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Bennett B,Taal Vista,Dear Valued Guest  Thank you for your message. We are delighted that you had a good stay and experience with our Events Manager  Ms. Dheng San Diego. We look forward in welcoming you back. Sincerely yours  Walid Wafik Area General Manager,2,May 21  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Leah D,The best hotel in Tagaytay!,Room is clean and big with comfortable bed and pillows. There is good variety of food for breakfast buffet.Enjoyed taking pictures because of the great view of Taal lake. Still one of the best hotels in Tagaytay.,2,May 20  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Global123Travel,Excellent Lunch Buffet,Dear Valued Guest  Thank you for your message. We are delighted that you have enjoyed your stay in Taal Vista Hotel. We look forward in welcoming you in your next visit. Sincerely yours  Walid Wafik Area General Manager,2,May 20  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,maryannbinuya,Thumbs up!,I really love to recommend Taal Vista Hotel. For me  it's the best hotel in Tagaytay to date. This is the 2nd time we visit this hotel since 2 years ago. The best suite to choose is in the The Lake Wing especially the Premiere...More,2,May 18  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,carolcoevents,Bedrock,Stayed overnight to escape the hustle and bustle of the city. Room was dirty and dated  bed was hard as a rock - had a sore back after waking up. Pillows were hard too... they seem to have taken the shape and stiffness of a...More,2,May 14  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Eliza M,Our Lovely Wedding,Dear Valued Guest  Thank you for your feedback and for bringing to our attention your experience during your recent stay. Kindly allow us to send you a private message in response to your review. Sincerely yours  Walid Wafik Area General Manager,2,May 13  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Mark M,Wishing for the Best,If you want value for your hard earned money  Taal Vista is the right place to spend your wedding reception. The place  the staff  the food  and the view are very nice! It has one of the best views of the Taal Volcano. Your guests...More,2,May 10  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,shy25,Really Nice if promo,Dear Valued Guest  Thank you for your message. We are glad that you had a wonderful experience in Taal Vista Hotel and for appreciating the service that Ms. Jo Novicio has provided. We look forward to welcoming you back. Sincerely yours  Walid Wafik Area General...More,2,May 6  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,bhepol,A complete package to fulfill our Best Day Ever.,When I got married  we arranged our wedding reception in this very hotel. During the time it was constructing its new wing  and WIFi was paid on an hourly basis  but service was impeccable. Fast forward 7 years later  we celebrate our wedding anniversary with...More,2,May 5  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,LilBaniski,Buffet lunch was yummy!,One of the best buffet lunches I had..with a matching great view of Taal Lake! Plus  I always enjoy relaxing by the spacious hotel lobby ;) Visitors can then have their photo sessions by the big hotel veranda..which is overlooking the pretty little island-volcano,2,May 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Certified_Biyahero,The Best There is in Tagaytay,Dear Valued Guest  Thank you so much for your message. We are delighted that you have enjoyed your lunch buffet at Taal Vista Hotel. We look forward in welcoming you back soon. Sincerely yours  Walid Wafik Area General Manager,2,April 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Mehni G,Visit to the sightseeing pesos,We checked in at room 105. The view is spectacular since your room is facing the majestic Taal volcano and lake. The rooms are very comfy and the bathroom spacious. Hotel staff are very courteous and greets you everytime. I always look forward to the...More,2,April 26  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,cezo,Great staff,Dear Valued Guest  Thank you for staying at Taal Vista Hotel. We are thankful for your appreciation of our rooms  food  staff  service and the great view. We look forward in welcoming you back. Sincerely yours  Walid Wafik Area General Manager,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Cameron502,Fantastic,Loved the facilities and well managed place. Expensive parking though. The view is one of the best in Tagaytay. What I loved is the historical display for the public to know how this place was built for the enjoyment of Filipinos and foreigners.More,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,MovnOut,A Place You Will Never Forget,The combination of location  history  and graciousness make this property a very special place  especially if you can arrange a room with a view of the lake as we were able to do. Service was warm and attentive throughout the hotel. Housekeeping was excellent. Meals...More,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,SyDha,Service,Dear Valued Guest  Thank you so much for trying our new restaurant  Taza Fresh Table and our all-day dining restaurant  Cafe Veranda. We appreciate that you consider Taal Vista Hotel a special place. We look forward in welcoming you soon. Sincerely yours  Walid Wafik Area...More,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ainnninaonne16,Starbucks Leadership Conference 2015,Very hospitable staff with warm and winsome smiles. Particular to details and prompt in granting the requests of their guests. Awesome food goes perfectly well with the serene environment and the hotel's location. ,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,karlamao,Best accomodation ever,Dear Valued Guest  Thank you for sending us your positive experience about your recent stay. The team at Taal Vista Hotel will be more than happy in welcoming you back. Sincerely yours  Walid Wafik Area General Manager,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,caren marin,Starbucks Leadership conference,Rooms - Very relaxing room that is not just good for business conferences but I'm planning to visit this hotel again together with my family. The rooms are clean and the things that you need are complete. Staffs - all of the staffs are polite...More,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,nanet2838,Leadership Conference,It is definitely one of the best stay i've ever had. The food was superb..the room was clean and i just love the weather..makes you feel isolated from all the pollution and stress...two thumbs up!!! More power Taal vista :-) #amazingconference #beststayeverMore,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,makuleetako,Leadership Conference 2015,Dear Valued Guest  Thank you for sharing with us your wonderful experience during your recent stay at Taal Vista Hotel. We are grateful that you enjoyed our food  rooms and the cool weather. We look forward in welcoming you back. Sincerely yours  Walid Wafik Area...More,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,FD C,Superb.. ,Nice staff  good service  relaxing place nice view. Love the food. Very accommodating staff. Nice weather. Though need to upgrade the rooms and bathroom at the mountain view wing. Love to stay here again and try their lake wing,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,K M,Relaxing,Dear Valued Guest  We truly appreciate your response on your stay experience. Every feedback is significant to us and will be taken objectively. If you will allow  we will converse with you thru private message. Sincerely yours  Walid Wafik Area General Manager,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,vinovirus2,Starbucks Leadership Conference,Superb.. I stayed in the hotel over the weekend with my brother from Dubai. I gave it as a gift coz i know this is the best place to relax and true enough i made the best decision. We enjoyed and felt so at home....More,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Lhei S,Meeting the excellence!,We've been having conferences in many hotels for the past years  yet i have never felt so welcomed in this hotel. The cold breeze of wind in the evening reciprocates the warmth and genuine smiles of the staffs. The room is so comforting that wants...More,2,April 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,jenggarcia,,Dear Valued Guest  We are glad that we have met your expectations during your recent stay at Taal Vista Hotel. Thank you for your appreciation to the cool Tagaytay breeze  amazing view  delicious food and Executive Chef Edwin Santos. We look forward in welcoming you...More,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Mick R,Starbucks Coffee,I salute your staff for being so friendly and accommodating.Everbody was greeting us and offerring smiles and assistance.Good Job! Your rooms are spacious and well maintained. Of course the view is majestic . Thank You for taking care of us.,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Kitten1723,Leadership conference,Dear Valued Guest  We are grateful of your appreciation of our staff  rooms and the view. We are glad that you enjoyed your recent stay at Taal Vista Hotel. We look forward in welcoming you back. Sincerely yours  Walid Wafik Area General Manager,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Duls G,Preserving Heritage and Class,Taal Vista Hotel is really a must visit hotel here in Tagaytay. From its welcoming and nice staffs up to its very cozy rooms  I'm sure that everyone from our company enjoyed and feel relaxed during our stay here. Also  the food they have been...More,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ofbauer,A home away from home,Taal vista is truly one of the best place where we can relax  spend vacation or even work and at the same time enjoy. I will definitely recommend taal vista to my friends and collegues a must visit whenever they plan to go out of...More,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,GlendaTecson,Manager,Dear Valued Guest  We are happy that you enjoyed your recent stay at Taal Vista Hotel. We look forward in welcoming you back with your friends and colleagues. Sincerely yours  Walid Wafik Area General Manager,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Raphael F,I've Been To Heaven with Just a Few Hours from the Metro,Nice place for the whole family and business conference! Highly recommended especially this summer! Rooms are clean and well furnished  complete ammenities also! Taal view is breathtaking! Love the cool breeze!,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,valdo007,Best place to stay in tagaytay,Dear Valued Guest  We are delighted that our rooms  amenities  view of the Taal Lake and Volcano and the cool breeze made your stay special. We look forward in having you back. Sincerely yours  Walid Wafik Area General Manager,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ertho,Top of Mind when in Tagaytay,This is one view that will take your breath away. Looking for a perfect picturesque of the Almighty Taal Volcano with the best food  staff  and room service on the side. This famous landmark has been able to cater our company's needs and exceeds the...More,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jocelyn Samson,Memorable stay,We really enjoyed our stay here at Taal Vista Tagaytay. The rooms were very clean  the sights are breathtakingly beautiful overlooking the Taal Lake and the staff are very courteous and attentive to all our needs. It was really a memorable stay and truly a...More,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Alejman06,The best place to beat the summer,Dear Valued Guest  Thank you for your kind feedback about your recent stay. Our staff will be more than grateful for your appreciation. We look forward in welcoming you back. Sincerely yours  Walid Wafik Area General Manager,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,dVIRUS,perfect for summer!,I've enjoyed my first stay here and will definitely come back. Good job or your service and very nice place. The cool weather is very relaxing and the place is very hospitable. Keep up the good work and keep.every visit exciting!,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Johnny R,very accomodating staff and picturesque scenery,Dear Valued Guest  We are happy that we made your first stay at Taal Vista Hotel truly memorable. We hope that you can stay with us again. Sincerely yours  Walid Wafik Area General Manager,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Cyndy G,Stabucks Leadership 2015,Great food great view great services!would certainly come back to relax. Amazing amenities with friendly staffs. Food is also delicious. Great for family days and and holidays to get away from the citY.,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,iamruki,I imagine heaven in 3.. 2.. 1..,The pat days we've been spending here in Taal Vista Tagaytay for our conference was amazing! From having our luggage directly placed in our respective rooms  to the people who welcomed us  and the food that appetizers and satiates us in every meal. It's more...More,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jen Y,Nice View,Dear Valued Guest  We appreciate your positive feedback about Taal Vista Hotel. We are glad that you had a nice time with your colleagues. We look forward in seeing you again. Sincerely yours  Walid Wafik Area General Manager,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ivy V,Best Hotel for a Conference,Was there for a conference. The view was nice  we experienced waching a movie outdoor by the taal lake view and it was really fun. The room we were assigned was in the new building. The facilities are ok  meets our expectations. The staffs were...More,2,April 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,M_CHING,Average hotel,Dear Valued Guest  We are proud to have a nice view of the Taal Lake and Volcano which make our guests truly happy. We are glad that you enjoyed your stay with your colleagues. We look forward in welcoming you back. Sincerely yours  Walid Wafik...More,2,April 21  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Peter V,Best choice of hotel to stay in Tagaytay,What i really like about this hotel aside from its beauty which is undeniable is the kind of service the staff provides. I've been to a lot of hotels thru the leadership conferences I have joined at Starbucks but this is by far the best....More,2,April 17  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Nahtan S,Colder weather in summer month,The location is best to view the picturesque of taal volcano from cafe veranda and rooms which are located in the lake wing. The hotel is good and very relaxing but the breakfast buffet was just standard. Service was also just ok overall it was...More,2,April 12  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Frederick A,The best hotel in Tagaytay,Dear Valued Guest  Thank you for sharing with us your experience during your visit. We have noted your comments and we hope you would allow us to correspond through private message. Sincerely yours  Walid Wafik Area General Manager,2,April 11  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ClauColombia49,Awesome hotel!,If you're looking for a hotel in Tagaytay this is it. Other hotels/bed&breakfast are good. But this one is established. I've visited this place a lot already and i am satisfied with this place. Will definitely recommend this to my friends.,2,April 10  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Andrea C,Awesome hotel!,Dear Valued Guest  Thank you so much for considering Taal Vista Hotel as the best hotel in Tagaytay City. Your words has truly encourage our team to continue being the best. We look forward to welcoming you back. Sincerely yours  Walid Wafik Area General Manager,2,April 9  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Southern_CA_Resident,Taal Vista Hotel How Do I Love TheeLet Me Count the Ways,I was a bit unsure about booking at this hotel  as years back this hotel was in bad shape  and the food was really awful  but since most of the decent hotels in Tagaytay seem overpriced  I decided to give it a chance. To my...More,2,April 7  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,CQ2007,Beautiful common areas  below par rooms,Stayed in this hotel while attending a wedding in Tagaytay. Taal Vista is really the grand old dame of Tagaytay. Its perched on a hillside with sweeping views of Taal Lake. The property has gone through refurbishing and the common areas (lobby and viewing deck)...More,2,April 7  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,VijaiS2014,Hidden jewel of Asia,Dear Valued Guest  Thank you for staying at Taal Vista Hotel. We recognize that you have taken effort and time to let us know of your feedback and we are truly grateful. Feedback on your stay experience is vital to us and we will look...More,2,April 3  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ihla_corvite,Loved the 24/7 view,Visited the hotel in February. The hotel has a beautiful view of the lake and the volcano. Rooms are well done and maintained very well. Service is one of the best part of the hotel. We found the food to be of very high quality...More,2,April 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,HPSP123,Worth it for the view,Dear Valued Guest  We are delighted that your stay at Taal Vista Hotel was a pleasant one. We are sincerely grateful for your kind recognition of Chef Rose who has been very helpful during your visit. We look forward to welcoming you back. Sincerely yours ...More,2,March 31  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,AdiAbueg,Kudos to Taal Vista!,Rate is quite expensive. Loved the spacious room  the view  that there was a play area for toddlers  pool and spa. Plus  it was beside Skyranch  so your kids will surely enjoy. Pleasantly surprised with the personalized birthday cake they secretly placed inside our room...More,2,March 29  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Gustypants,If you like conference/wedding crashing (and dont have to pay),Let's be honest you stay here for the view  unless you have to stay here for a conference or a wedding. And the view is breathtaking  and not just once because it changes depending on the time of day and the weather. The rooms are...More,2,March 28  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Sharon C,A meeting to remember...,Dear Valued Guest  Thank you for sharing your experience during your recent stay  I am delighted to read your comments and we will use them to urge us to strive better in bringing up our levels of service and guest experience. Sincerely  Zeny Alcantara Hotel...More,2,March 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jen F,Unforgettable wedding day at Taal Vista Hotel,Our office conducted the ASEANSAI Planning/Coordination Meeting with 11 participants from 4 ASEAN countries. The arrangements were done by the hotel and everything came out just perfect! We did had a hard time talking and dealing with the hotel representatives. They were easy to talk...More,2,March 27  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,rosario E,Taal Vista Hotel,Dear Valued Guest  We are indeed pleased to learn that you have enjoyed our services. We are glad that our friendly and responsive team members especially Catherine  Dheng  Carmen  Querby and Ariel had made your stay here a remarkable experience. Thank you for your recognition...More,2,March 26  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Denise R,SUPERB experience!,I had my wedding reception at TVH  Ballroom One last March 21  2015. Nothing but positive feedback for this hotel! From the planning  food tasting  meetings with Events Manager (Josephine Novicio)  up to the final wedding day itself -- everyone that I have dealt with...More,2,March 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Katey V,Satisfactory stay,My friends and I stayed for 3D/2N in this hotel. The place is beautiful. We love the view of Taal volcano. The stay could have been perfect if below things are done: 1. We booked for 3 but we only have 1 bathrobe and 1...More,2,March 21  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,DeLoonies,Great service  good-enough hotel  great view,Dear Valued Guest  We appreciate the feedback and for pointing out the highlights of your stay. Feedback from our guests is very valuable to us and it serves as basis for us to improve the quality of our products and services. Thank you for sharing...More,2,March 20  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,MelissaC_802014,Beautiful  but some issues,Family stay for two weekend nights to accompany wife on a mini-conference. Since it's owned by SM  hotel facilities are what you would expect from that company as they see fit for mid-market locals. Other than the view  service is excellent.More,2,March 18  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Mary Ann T,Magnificent,Dear Valued Guest  Thank you for taking the time to share your experience regarding your stay on TripAdvisor. We are delighted to note that you had enjoyed the panoramic view and the services extended by our team. Rest assured that your concerns have been taken...More,2,March 17  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ramon429,Nice view and good ambiance,We booked to stay 1 week. The hotel is certainly beautiful  with amazing views. We sadly had an issue which the air vent in our room was problematic and all 3 adults and 1 baby became ill with throat infections. The staff were attentive  they...More,2,March 17  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Teresita G,Your drivers and enablers for more business push.....your warm and accommodating personnel,Aside from personal/family trips to the hotel  most of my visits are business related  especially on events initiated by Baiphil. The Baiphil convention was assessed very successful. For our venue  Taal Vista Hotel has been considered a home to Baiphil. Very near Manila yet not...More,2,March 16  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,PiaRanadaRobles,Thank you for our perfect outdoor wedding!,Dear Valued Guest  Thank you for taking the time to share your experience during the conference held at Taal Vista Hotel in Trip Advisor community. We are very grateful for your appreciation of the services rendered by our team particularly Dheng San Diego and our...More,2,March 16  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Karmie J,Hit and miss,I had the perfect summer garden wedding in Taal Vista Hotel just last Saturday :) The management and staff went above and beyond their call of duty making our wedding perfect. Our reception set-up was challenging since it was in the Ridge (with the best...More,2,March 16  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,P_Galupe,The noise is unbearable!,Dear Valued Guest  Thank you very much for the positive review of your stay and sharing in detail your experience during your wedding reception. We are very happy to read that all your wedding guests share the same thoughtful comments. Rest assured that your kind...More,2,March 15  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,vinatraveler,Hotel with the most perfect view of Taal Volcano,It's true  you can't replicate the views from the hotel. Stunning scenery of Taal Lake. The breakfast was wonderful. Now for the downside. For the amount of money you're paying in the Philippines  this place should be exceptional and it's not. Adequate rooms that may...More,2,March 14  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Elissa M,Sensational views of Taal volcano,I was at the Taal Vista Hotel for a conference  the views were spectacular  the food was great and the massages were very good. The only down side was that my meeting rooms were changed to a different wing of the hotel  which was a...More,2,March 14  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Beabiyaya,Perfect Wedding,Dear Valued Guest  We appreciate your positive review of Taal Vista Hotel and nice comment about the view  our product and services. We take pride in being the best location for viewing the panoramic sight of Taal lake and volcano. We are pleased that you...More,2,March 13  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,TAGT2010,Great view... average hotel... poor food.,We had our wedding preparations and wedding reception in Taal Vista with Ms. Jo Novicio as our Events Manager which did exceptional service. They gave us 101%. Job well done to all the staff even when they were in their busiest period because of APEC...More,2,March 13  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Catherine213,Good security,Dear Valued Guest  We sincerely appreciate your positive review of Taal Vista Hotel on Trip Advisor and sharing your kind recognition of our staff particularly our Events Manager  Jo Novicio  who assisted during your wedding reception. We are glad to note that we made this...More,2,March 10  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,KeesE,Just OK hotel  amazing view,The view from the hotel is spectacular  it's right in front of the Taal Volcano. There are no trees  hotels disrupting the view. However  with the amount of money we paid for the stay  the food is disappointing. We stayed there for 2 nights and...More,2,March 8  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Abet G,Lunch Stopover,Buffet is amazing as always! Good food and accomodating staff. Band serenading the crowd is a plus for the cozy place. Good view of taal as it sits at the cliff edge. Stoping by here to get some rest and lunch is never a bad...More,2,March 5  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ronald222015,New Year stay,Dear Abet G  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward...More,2,March 4  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,TashV1811,A Bustling Hotel!,It was few years back when we were here for similar New year's eve overnight stay  around 2010. We had such a great stay then that we so wanted to relive that happy experience again with the kids. As before  the hotel had a lot...More,2,March 3  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ashajune1986,Well deserved vacation at Taal Vista Hotel,Dear ronald222015  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us  as we strive to constantly improve the quality of our services. I would like to personally apologize for the series of unfortunate...More,2,March 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,hachelle08,Weekend Staycation,My husband booked us into the Taal Vista this vacation and i was pretty impressed with the hotel - its heritage  service and location are all stand outs for us. Security check you and your vehicle upon entry and upon exit (this may be a...More,2,March 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jonmcklheny,Beautiful view,Well worth the beautiful view of the volcano! The brunch was nice on the canopy's but really need to improve in other areas like deserts Where not up to there normal standard the mains were nice but have lost in quality I suggest to top...More,2,February 28  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Lorraine T,Nice Views of Lake Taal,Dear Jonmcklheny  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,February 26  2015,50
